nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BOJONGPETIR,129011,3203192007,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
CILONGSONG,129007,3203192003,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
KARANGTENGAH,129009,3203192005,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
KERTAJAYA,129014,3203192013,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
MARGALUYU,129008,3203192004,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
PADALUYU,129016,3203192015,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
PAGERMANEUH,129010,3203192006,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
PASIRJAMBU,129012,3203192009,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
RAWAGEDE,129006,3203192002,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
SIRNAJAYA,129013,3203192010,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
SUKAJAYA,129015,3203192014,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
TANGGEUNG,129005,3203192001,4,JAWA BARAT,32,CIANJUR,3203,TANGGEUNG,320319
