nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
DOMPYONG KULON,131396,3209302001,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
DOMPYONG WETAN,131397,3209302002,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
GAGASARI,131400,3209302005,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
GEBANG,131403,3209302008,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
GEBANG ILIR,131404,3209302009,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
GEBANG KULON,131402,3209302007,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
GEBANG MEKAR,131406,3209302011,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
GEBANG UDIK,131405,3209302010,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
KALIMARO,131399,3209302004,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
KALIMEKAR,131398,3209302003,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
KALIPASUNG,131401,3209302006,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
MELAKASARI,131408,3209302013,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
PLAYANGAN,131407,3209302012,4,JAWA BARAT,32,CIREBON,3209,GEBANG,320930
