nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CILINGGA,132880,3214062003,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
DARANGDAN,132878,3214062001,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
DEPOK,132879,3214062002,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
GUNUNGHEJO,132886,3214062009,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
LEGOKSARI,132888,3214062011,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
LINGGAMUKTI,132885,3214062008,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
LINGGASARI,132883,3214062006,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
MEKARSARI,132882,3214062005,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
NAGRAK,132892,3214062015,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
NANGEWER,132881,3214062004,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
NEGLASARI,132891,3214062014,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
PASIRANGIN,132887,3214062010,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
SADARKARYA,132890,3214062013,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
SAWIT,132884,3214062007,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
SIRNAMANAH,132889,3214062012,4,JAWA BARAT,32,PURWAKARTA,3214,DARANGDAN,321406
