nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANDENGAN,131184,3209122007,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
BANJARWANGUNAN,131187,3209122010,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
CITEMU,131183,3209122006,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
LUWUNG,131181,3209122004,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
MUNDU MESIGIT,131180,3209122003,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
MUNDU PESISIR,131185,3209122008,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
PAMENGKANG,131188,3209122011,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
PENPEN,131179,3209122002,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
SETUPATOK,131178,3209122001,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
SINARANCANG,131189,3209122012,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
SUCI,131186,3209122009,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
WARUDUWUR,131182,3209122005,4,JAWA BARAT,32,CIREBON,3209,MUNDU,320912
