nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
AMBIT,131938,3211062009,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
BANGBAYANG,131934,3211062005,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
CICARIMANAH,131944,3211062015,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
CIJATI,131940,3211062011,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
CIJELER,131937,3211062008,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
CIKADU,131933,3211062004,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
JATIMEKAR,131939,3211062010,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
KADUWULUNG,131935,3211062006,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
KARANGHEULEUT,131936,3211062007,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
MALAKA,131942,3211062013,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
MEKARMULYA,131932,3211062003,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
PAMULIHAN,131941,3211062012,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
SITURAJA,131931,3211062002,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
SITURAJA UTARA,131930,3211062001,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
SUKATALI,131943,3211062014,4,JAWA BARAT,32,SUMEDANG,3211,SITURAJA,321106
