nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BAYUR KIDUL,133278,3215232005,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
BAYUR LOR,133277,3215232004,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
KIARA,133279,3215232006,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
LANGENSARI,133276,3215232003,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
MANGGUNGJAYA,133280,3215232007,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
MUKTIJAYA,133282,3215232009,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
PASIRJAYA,133284,3215232011,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
PASIRUKEM,133283,3215232010,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
SUKAJAYA,133285,3215232012,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
SUKAMULYA,133274,3215232001,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
SUMURGEDE,133281,3215232008,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
TEGALURUNG,133275,3215232002,4,JAWA BARAT,32,KARAWANG,3215,CILAMAYA KULON,321523
