nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANTARKALONG,129958,3206012005,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
CIANDUM,129965,3206012012,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
CIHERAS,129954,3206012001,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
CIKAWUNGADING,129957,3206012004,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
CIPANAS,129963,3206012010,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
CIPATUJAH,129955,3206012002,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
DARAWATI,129959,3206012006,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
KERTASARI,129964,3206012011,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
NAGROG,129960,3206012007,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
NANGELASARI,129966,3206012013,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
PADAWARAS,129967,3206012014,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
PAMEUTINGAN,129961,3206012008,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
SINDANGKERTA,129956,3206012003,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
SUKAHURIP,129968,3206012015,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
TOBONGJAYA,129962,3206012009,4,JAWA BARAT,32,TASIKMALAYA,3206,CIPATUJAH,320601
