nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BOJONGLOA,131991,3211102012,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
BUAHDUA,131980,3211102001,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
CIAWITALI,131993,3211102014,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
CIBITUNG,131986,3211102007,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
CIKURUBUK,131992,3211102013,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
CILANGKAP,131990,3211102011,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
CITALEUS,131984,3211102005,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
GENDEREH,131988,3211102009,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
HARIANG,131981,3211102002,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
KARANGBUNGUR,131982,3211102003,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
MEKARMUKTI,131983,3211102004,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
NAGRAK,131985,3211102006,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
PANYINDANGAN,131989,3211102010,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
SEKARWANGI,131987,3211102008,4,JAWA BARAT,32,SUMEDANG,3211,BUAHDUA,321110
