nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BALAGEDOG,131814,3210212008,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
BANTARAGUNG,131807,3210212001,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
BUAHKAPAS,131812,3210212006,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
JERUKLEUEUT,131810,3210212004,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
LENGKONG KULON,131809,3210212003,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
LENGKONG WETAN,131816,3210212010,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
LEUWILAJA,131815,3210212009,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
PADAHERANG,131808,3210212002,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
SINDANGWANGI,131811,3210212005,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
UJUNGBERUNG,131813,3210212007,4,JAWA BARAT,32,MAJALENGKA,3210,SINDANGWANGI,321021
