nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
ANJATAN,132442,3212232001,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
ANJATAN BARU,132451,3212232010,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
ANJATAN UTARA,132454,3212232013,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
BUGIS,132444,3212232003,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
BUGISTUA,132445,3212232004,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
CILANDAK,132452,3212232011,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
CILANDAK LOR,132453,3212232012,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
KEDUNGWUNGU,132447,3212232006,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
KOPYAH,132450,3212232009,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
LEMPUYANG,132449,3212232008,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
MANGUNJAYA,132443,3212232002,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
SALAMDARMA,132446,3212232005,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
WANGUK,132448,3212232007,4,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223
