nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIBINONGHILIR,128816,3203042005,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
CIHARASHAS,128820,3203042009,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
MULYASARI,128821,3203042010,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
MUNJUL,128818,3203042007,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
RAHONG,128817,3203042006,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
RANCAGOONG,128812,3203042001,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
SINDANGSARI,128819,3203042008,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
SIRNAGALIH,128814,3203042003,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
SUKAKERTA,128815,3203042004,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
SUKASARI,128813,3203042002,4,JAWA BARAT,32,CIANJUR,3203,CILAKU,320304
