nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CEMPLANG,128042,3201162003,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
CIARUTEUN ILIR,128050,3201162011,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
CIARUTEUN UDIK,128044,3201162005,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
CIBATOK I,128043,3201162004,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
CIBATOK II,128051,3201162012,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
CIJUJUNG,128049,3201162010,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
CIMANGGU I,128046,3201162007,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
CIMANGGU II,128047,3201162008,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
DUKUH,128048,3201162009,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
GALUGA,128053,3201162014,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
GIRIMULYA,128054,3201162015,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
LEUWEUNGKOLOT,128045,3201162006,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
SITU ILIR,128041,3201162002,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
SITU UDIK,128040,3201162001,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
SUKAMAJU,128052,3201162013,4,JAWA BARAT,32,BOGOR,3201,CIBUNGBULANG,320116
