nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BATU TULIS,133854,3271011001,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
BOJONG KERTA,133862,3271011009,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
BONDONGAN,133855,3271011002,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
CIKARET,133861,3271011008,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
CIPAKU,133869,3271011016,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
EMPANG,133856,3271011003,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
GENTENG,133867,3271011014,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
HARJASARI,133865,3271011012,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
KERTAMAYA,133864,3271011011,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
LAWANGGINTUNG,133857,3271011004,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
MUARA SARI,133866,3271011013,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
MULYA HARJA,133860,3271011007,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
PAKUAN,133868,3271011015,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
PAMOYANAN,133858,3271011005,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
RANCAMAYA,133863,3271011010,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
RANGGA MEKAR,133859,3271011006,4,JAWA BARAT,32,KOTA BOGOR,3271,BOGOR SELATAN,327101
