nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
JATIMULYA,133403,3216061001,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
LAMBANGJAYA,133405,3216062003,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
LAMBANGSARI,133404,3216062002,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
MANGUNJAYA,133411,3216062009,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
MEKARSARI,133409,3216062007,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
SETIADARMA,133407,3216062005,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
SETIAMEKAR,133408,3216062006,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
SUMBERJAYA,133412,3216062010,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
TAMBUN,133406,3216062004,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
TRIDAYA SAKTI,133410,3216062008,4,JAWA BARAT,32,BEKASI,3216,TAMBUN SELATAN,321606
