nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BUNDER,130793,3208112012,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
CIBULAN,130790,3208112009,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
CIDAHU,130784,3208112003,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
CIEURIH,130789,3208112008,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
CIHIDEUNGGIRANG,130782,3208112001,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
CIHIDEUNGHILIR,130783,3208112002,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
CIKEUSIK,130788,3208112007,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
DATAR,130786,3208112005,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
JATIMULYA,130792,3208112011,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
KERTAWINANGUN,130785,3208112004,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
LEGOK,130787,3208112006,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
NANGGELA,130791,3208112010,4,JAWA BARAT,32,KUNINGAN,3208,CIDAHU,320811
