nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BARIBIS,131802,3210202007,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
BATUJAYA,131803,3210202008,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
CICENANG,131798,3210201006,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
CIGASONG,131796,3210201004,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
KARAYUNAN,131805,3210202010,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
KAWUNGHILIR,131799,3210202001,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
KUTAMANGGU,131804,3210202009,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
SIMPEUREUM,131797,3210201005,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
TAJUR,131800,3210202002,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
TENJOLAYAR,131801,3210202003,4,JAWA BARAT,32,MAJALENGKA,3210,CIGASONG,321020
