nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIEUNTEUNG,131904,3211032009,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
CIKEUSI,131902,3211032006,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
CIPEUTEUY,131903,3211032007,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
DARMAJAYA,131899,3211032002,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
DARMARAJA,131898,3211032001,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
KARANGPAKUAN,131905,3211032010,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
NEGLASARI,131907,3211032013,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
PAKUALAM,131906,3211032011,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
RANGGON,131909,3211032016,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
SUKAMENAK,131900,3211032003,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
SUKARATU,131901,3211032005,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
TARUNAJAYA,131908,3211032015,4,JAWA BARAT,32,SUMEDANG,3211,DARMARAJA,321103
