nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIBADAK,128808,3203032016,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
CIBAREGBEG,128795,3203032004,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
CIBOKOR,128801,3203032009,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
CIHAUR,128793,3203032002,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
CIKONDANG,128800,3203032008,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
CIMANGGU,128794,3203032003,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
CIPETIR,128792,3203032001,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
CISALAK,128807,3203032015,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
GIRIMULYA,128806,3203032014,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
KANOMAN,128804,3203032012,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
KARANGNUNGGAL,128803,3203032011,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
MAYAK,128799,3203032007,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
PEUTEUYCONDONG,128797,3203032006,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
SALAMNUNGGAL,128810,3203032018,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
SELAGEDANG,128802,3203032010,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
SUKAMAJU,128805,3203032013,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
SUKAMANAH,128809,3203032017,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
SUKARAHARJA,128796,3203032005,4,JAWA BARAT,32,CIANJUR,3203,CIBEBER,320303
