nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIKADU,130270,3206322006,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
CILEULEUS,130271,3206322007,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
CISAYONG,130265,3206322001,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
JATIHURIP,130272,3206322008,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
MEKARWANGI,130276,3206322012,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
NUSAWANGI,130269,3206322005,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
PURWASARI,130274,3206322010,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
SANTANAMEKAR,130277,3206322013,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
SUKAJADI,130266,3206322002,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
SUKAMUKTI,130268,3206322004,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
SUKARAHARJA,130275,3206322011,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
SUKASETIA,130273,3206322009,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
SUKASUKUR,130267,3206322003,4,JAWA BARAT,32,TASIKMALAYA,3206,CISAYONG,320632
