nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIKADONGDONG,130196,3206242006,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
CIKUNIR,130195,3206242005,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
CIKUNTEN,130191,3206242001,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
CINTARAJA,130194,3206242004,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
CIPAKAT,130193,3206242003,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
SINGAPARNA,130192,3206242002,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
SINGASARI,130199,3206242009,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
SUKAASIH,130197,3206242007,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
SUKAHERANG,130200,3206242010,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
SUKAMULYA,130198,3206242008,4,JAWA BARAT,32,TASIKMALAYA,3206,SINGAPARNA,320624
