nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIHAMPELAS,133677,3217102003,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
CIPATIK,133675,3217102001,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
CITAPEN,133676,3217102002,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
MEKARJAYA,133678,3217102004,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
MEKARMUKTI,133679,3217102005,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
PATARUMAN,133680,3217102006,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
SINGAJAYA,133682,3217102008,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
SITUWANGI,133681,3217102007,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
TANJUNGJAYA,133684,3217102010,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
TANJUNGWANGI,133683,3217102009,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIHAMPELAS,321710
