nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANJARANGSANA,130412,3207072006,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
BUANAMEKAR,130420,3207072014,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
GOLAT,130410,3207072004,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
JAYAGIRI,130416,3207072010,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
KERTARAHARJA,130417,3207072011,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
MEDANGLAYANG,130407,3207072001,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
PANUMBANGAN,130408,3207072002,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
PAYUNGAGUNG,130413,3207072007,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
PAYUNGSARI,130415,3207072009,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
SINDANGBARANG,130419,3207072013,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
SINDANGHERANG,130411,3207072005,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
SINDANGMUKTI,130418,3207072012,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
SUKAKERTA,130409,3207072003,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
TANJUNGMULYA,130414,3207072008,4,JAWA BARAT,32,CIAMIS,3207,PANUMBANGAN,320707
