nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANGUNHARJA,130573,3207302006,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
CISAGA,130568,3207302001,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
DANASARI,130576,3207302009,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
GIRIMUKTI,130577,3207302010,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
KARYAMULYA,130578,3207302011,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
KEPEL,130570,3207302003,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
MEKARMUKTI,130575,3207302008,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
SIDAMULYA,130569,3207302002,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
SUKAHURIP,130572,3207302005,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
TANJUNGJAYA,130574,3207302007,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
WANGUNJAYA,130571,3207302004,4,JAWA BARAT,32,CIAMIS,3207,CISAGA,320730
