nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIHANJUANG,132037,3211142010,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
CIKAHURIPAN,132034,3211142007,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
CIMANGGUNG,132028,3211142001,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
MANGUNARGA,132036,3211142009,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
PASIRNANJUNG,132038,3211142011,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
SAWAHDADAP,132033,3211142006,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
SINDANGGALIH,132032,3211142005,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
SINDANGPAKUON,132029,3211142002,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
SINDULANG,132031,3211142004,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
SUKADANA,132035,3211142008,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
TEGALMANGGUNG,132030,3211142003,4,JAWA BARAT,32,SUMEDANG,3211,CIMANGGUNG,321114
