nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BUNIWANGI,128337,3202012004,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
CIBODAS,128338,3202012005,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
CIKADU,128340,3202012007,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
CIMANGGU,128343,3202012009,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
CITARIK,128342,3202012008,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
CITEPUS,128336,3202012003,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
JAYANTI,128344,3202012010,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
PALABUHANRATU,128334,3202011001,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
PASIRSUREN,128339,3202012006,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
TONJONG,128335,3202012002,4,JAWA BARAT,32,SUKABUMI,3202,PALABUHANRATU,320201
