nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIGARONGGONG,129827,3205292009,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
KARYAMUKTI,129822,3205292004,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
KARYASARI,129819,3205292001,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
MAROKO,129820,3205292002,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
MEKAR MUKTI,129826,3205292008,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
MEKARSARI,129824,3205292006,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
MEKARWANGI,129828,3205292010,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
NAJATEN,129829,3205292011,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
SAGARA,129823,3205292005,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
SANCANG,129821,3205292003,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
SIMPANG,129825,3205292007,4,JAWA BARAT,32,GARUT,3205,CIBALONG,320529
