nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BOJONG KULON,131362,3209272005,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
BUNDER,131366,3209272009,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
GINTUNG LOR,131361,3209272004,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
JATIANOM,131369,3209272012,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
JATIPURA,131367,3209272010,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
KEDONGDONG,131360,3209272003,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
KEJIWAN,131363,3209272006,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
LUWUNG KENCANA,131365,3209272008,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
SUSUKAN,131364,3209272007,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
TANGKIL,131358,3209272001,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
UJUNGGEBANG,131368,3209272011,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
WIYONG,131359,3209272002,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927
