nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIBERES,132676,3213162003,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
GEMPOLSARI,132680,3213162007,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
JATIRAGAS HILIR,132677,3213162004,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
RANCAASIH,132682,3213162009,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
RANCABANGO,132674,3213162001,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
RANCAJAYA,132679,3213162006,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
RANCAMULYA,132683,3213162010,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
TAMBAKJATI,132678,3213162005,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
TANJUNGRASA,132675,3213162002,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
TANJUNGRASA KIDUL,132681,3213162008,4,JAWA BARAT,32,SUBANG,3213,PATOKBEUSI,321316
