nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
AMBULU,131076,3209032009,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
ASTANALANGGAR,131068,3209032001,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
BARISAN,131069,3209032002,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
KALIRAHAYU,131074,3209032007,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
KALISARI,131075,3209032008,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
LOSARI KIDUL,131070,3209032003,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
LOSARI LOR,131072,3209032005,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
MULYASARI,131073,3209032006,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
PANGGANGSARI,131071,3209032004,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
TAWANGSARI,131077,3209032010,4,JAWA BARAT,32,CIREBON,3209,LOSARI,320903
