nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BENTENG,128037,3201152012,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
BOJONGJENGKOL,128029,3201152004,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
BOJONGRANGKAS,128034,3201152009,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CIAMPEA,128026,3201152001,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CIAMPEA UDIK,128038,3201152013,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CIBADAK,128033,3201152008,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CIBANTENG,128036,3201152011,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CIBUNTU,128031,3201152006,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CICADAS,128032,3201152007,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CIHIDEUNGHILIR,128035,3201152010,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CIHIDEUNGUDIK,128028,3201152003,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
CINANGKA,128027,3201152002,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
TEGALWARU,128030,3201152005,4,JAWA BARAT,32,BOGOR,3201,CIAMPEA,320115
