nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
GAMBARSARI,132591,3213072010,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
GEMBOR,132589,3213072005,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
GUNUNGSARI,132596,3213072015,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
GUNUNGSEMBUNG,132588,3213072004,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
JABONG,132597,3213072019,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
KAMARUNG,132590,3213072006,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
NEGLASARI,132594,3213072013,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
PAGADEN,132592,3213072011,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
SUKAMULYA,132593,3213072012,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
SUMBERSARI,132595,3213072014,4,JAWA BARAT,32,SUBANG,3213,PAGADEN,321307
