nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BABAKAN,131099,3209052007,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
BABAKAN GEBANG,131098,3209052006,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
BOJONGGEBANG,131100,3209052008,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
CANGKUANG,131093,3209052001,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
GEMBONGAN,131097,3209052005,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
GEMBONGAN MEKAR,131096,3209052004,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
KARANGWANGUN,131106,3209052014,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
KUDUKERAS,131104,3209052012,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
KUDUMULYA,131103,3209052011,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
PAKUSAMBEN,131105,3209052013,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
SERANG KULON,131095,3209052003,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
SERANG WETAN,131094,3209052002,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
SUMBER KIDUL,131101,3209052009,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
SUMBER LOR,131102,3209052010,4,JAWA BARAT,32,CIREBON,3209,BABAKAN,320905
