nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIGUHA,128945,3203142004,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
GUNUNGSARI,128947,3203142006,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
JAYAGIRI,128951,3203142010,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
SINDANGSARI,128950,3203142009,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
SUKAJEMBAR,128943,3203142002,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
SUKAKARYA,128944,3203142003,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
SUKALAKSANA,128948,3203142007,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
SUKAMEKAR,128946,3203142005,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
SUKANAGARA,128942,3203142001,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
SUKARAME,128949,3203142008,4,JAWA BARAT,32,CIANJUR,3203,SUKANAGARA,320314
