nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CILAWU,129706,3205192001,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
DANGIANG,129717,3205192012,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
DAWUNGSARI,129709,3205192004,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
DAYEUHMANGGUNG,129718,3205192013,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
DESAKOLOT,129714,3205192009,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
KARYAMEKAR,129708,3205192003,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
MANGKURAKYAT,129720,3205192015,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
MARGALAKSANA,129716,3205192011,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
MEKARMUKTI,129713,3205192008,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
MEKARSARI,129712,3205192007,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
NGAMPLANG,129721,3205192016,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
NGAMPLANGSARI,129715,3205192010,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
PASANGGRAHAN,129710,3205192005,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
SUKAHATI,129711,3205192006,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
SUKAMAJU,129719,3205192014,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
SUKAMUKTI,129707,3205192002,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
SUKAMURNI,129723,3205192018,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
SUKATANI,129722,3205192017,4,JAWA BARAT,32,GARUT,3205,CILAWU,320519
