nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIBEUTI,134364,3278051006,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
CILAMAJANG,134360,3278051002,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
GUNUNG GEDE,134368,3278051010,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
GUNUNG TANDALA,134361,3278051003,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
KARANGANYAR,134365,3278051007,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
KERSAMENAK,134359,3278051001,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
LEUWILIANG,134367,3278051009,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
TALAGASARI,134366,3278051008,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
TANJUNG,134363,3278051005,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
URUG,134362,3278051004,4,JAWA BARAT,32,KOTA TASIKMALAYA,3278,KAWALU,327805
