nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BAREGBEG,130530,3207172017,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
CINTAJAYA,130526,3207172010,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
CINTARATU,130527,3207172011,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
KALAPASAWIT,130531,3207172018,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
KERTAJAYA,130524,3207172007,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
PULOERANG,130532,3207172019,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
SIDAHARJA,130523,3207172006,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
SINDANGANGIN,130528,3207172012,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
SUKANAGARA,130525,3207172009,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
TAMBAKREJA,130529,3207172013,4,JAWA BARAT,32,CIAMIS,3207,LAKBOK,320717
