nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
DONGKAL,133121,3215102006,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
JATIMULYA,133125,3215102012,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
KARANGJAYA,133118,3215102002,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
KENDALJAYA,133127,3215102017,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
KERTAMULYA,133122,3215102007,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
KERTARAHARJA,133119,3215102003,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
LABANJAYA,133124,3215102010,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
MALANGSARI,133128,3215102018,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
PAYUNGSARI,133117,3215102001,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
PUSPASARI,133123,3215102008,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
RANGDUMULYA,133126,3215102016,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
SUNGAIBUNTU,133120,3215102005,4,JAWA BARAT,32,KARAWANG,3215,PEDES,321510
