nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIGENTUR,129389,3204352001,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
CIJAGRA,129392,3204352004,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
CIPAKU,129393,3204352005,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
CIPEDES,129390,3204352002,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
DRAWATI,129395,3204352007,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
KARANGTUNGGAL,129398,3204352010,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
LOA,129391,3204352003,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
MEKARPAWITAN,129399,3204352011,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
SINDANGSARI,129394,3204352006,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
SUKAMANAH,129396,3204352008,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
SUKAMANTRI,129397,3204352009,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
TANGSIMEKAR,129400,3204352012,4,JAWA BARAT,32,BANDUNG,3204,PASEH,320435
