nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIDADAP,131833,3210232002,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
CIKONDANG,131839,3210232008,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
CIMANGGUGIRANG,131837,3210232006,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
CINGAMBUL,131838,3210232007,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
CINTAASIH,131843,3210232012,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
CIRANJENG,131840,3210232009,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
KONDANGMEKAR,131842,3210232011,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
MANIIS,131834,3210232003,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
MUKTISARI,131844,3210232013,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
NAGARAKEMBANG,131835,3210232004,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
RAWA,131841,3210232010,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
SEDAREJA,131832,3210232001,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
WANGKELANG,131836,3210232005,4,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023
