nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIWARINGIN,133231,3215192002,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
KARANGTANJUNG,133234,3215192005,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
KARYAMUKTI,133230,3215192001,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
KEDAWUNG,133233,3215192004,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
LEMAHABANG,133236,3215192007,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
LEMAHMUKTI,133237,3215192008,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
PASIRTANJUNG,133235,3215192006,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
PULOJAYA,133238,3215192009,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
PULOKALAPA,133239,3215192010,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
PULOMULYA,133240,3215192011,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
WARINGINKARYA,133232,3215192003,4,JAWA BARAT,32,KARAWANG,3215,LEMAHABANG,321519
