nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIBEBER,129990,3206032006,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
CIDADALI,129993,3206032009,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
CIKADU,129991,3206032007,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
CIKALONG,129985,3206032001,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
CIKANCRA,129987,3206032003,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
CIMANUK,129994,3206032010,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
KALAPAGENEP,129986,3206032002,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
KUBANGSARI,129996,3206032012,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
MANDALAJAYA,129992,3206032008,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
PANYIARAN,129989,3206032005,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
SINDANGJAYA,129995,3206032011,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
SINGKIR,129988,3206032004,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
TONJONGSARI,129997,3206032013,4,JAWA BARAT,32,TASIKMALAYA,3206,CIKALONG,320603
