nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIMANGANTEN,129515,3205042002,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
JATI,129516,3205042003,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
LANGENSARI,129522,3205042009,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
MEKARJAYA,129521,3205042008,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
MEKARWANGI,129523,3205042010,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
PANANJUNG,129513,3205041012,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
PANJIWANGI,129525,3205042013,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
PASAWAHAN,129524,3205042011,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
RANCABANGO,129517,3205042004,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
SIRNAJAYA,129519,3205042006,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
SUKAJADI,129514,3205042001,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
SUKAWANGI,129518,3205042005,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
TANJUNG KAMUNING,129520,3205042007,4,JAWA BARAT,32,GARUT,3205,TAROGONG KALER,320504
