nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BABAKAN PANJANG,128457,3202122010,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
BALEKAMBANG,128456,3202122009,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
CIHANYAWAR,128459,3202122012,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
CISARUA,128455,3202122004,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
DARMAREJA,128458,3202122011,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
GIRIJAYA,128461,3202122014,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
KALAPAREA,128452,3202122001,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
NAGRAK SELATAN,128460,3202122013,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
NAGRAK UTARA,128454,3202122003,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
PAWENANG,128453,3202122002,4,JAWA BARAT,32,SUKABUMI,3202,NAGRAK,320212
