nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BIRU,129371,3204332003,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
BOJONG,129373,3204332005,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
MAJAKERTA,129375,3204332007,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
MAJALAYA,129369,3204332001,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
MAJASETRA,129374,3204332006,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
NEGLASARI,129378,3204332010,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
PADAMULYA,129372,3204332004,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
PADAULUN,129377,3204332009,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
SUKAMAJU,129376,3204332008,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
SUKAMUKTI,129379,3204332011,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
WANGISAGARA,129370,3204332002,4,JAWA BARAT,32,BANDUNG,3204,MAJALAYA,320433
