nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANJARSARI,129246,3204152008,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
LAMAJANG,129243,3204152005,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
MARGALUYU,129240,3204152002,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
MARGAMEKAR,129251,3204152013,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
MARGAMUKTI,129244,3204152006,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
MARGAMULYA,129245,3204152007,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
PANGALENGAN,129239,3204152001,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
PULOSARI,129249,3204152011,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
SUKALUYU,129247,3204152009,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
SUKAMANAH,129242,3204152004,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
TRIBAKTIMULYA,129248,3204152010,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
WANASUKA,129250,3204152012,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
WARNASARI,129241,3204152003,4,JAWA BARAT,32,BANDUNG,3204,PANGALENGAN,320415
