nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
DUKUHJATI,132269,3212092004,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
KALIANYAR,132274,3212092009,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
KAPRINGAN,132267,3212092002,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
KEDUNGWUNGU,132271,3212092006,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
KRANGKENG,132275,3212092010,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
LUWUNGGESIK,132273,3212092008,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
PURWAJAYA,132266,3212092001,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
SINGAKERTA,132268,3212092003,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
SRENGSENG,132272,3212092007,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
TANJAKAN,132276,3212092011,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
TEGALMULYA,132270,3212092005,4,JAWA BARAT,32,INDRAMAYU,3212,KRANGKENG,321209
