nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
AWILEGA,132113,3211202012,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
BANYUASIH,132106,3211202005,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
BOROS,132112,3211202011,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
CIGENTUR,132109,3211202008,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
CIPANAS,132103,3211202002,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
GUNTURMEKAR,132104,3211202003,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
KERTAHARJA,132108,3211202007,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
KERTAMEKAR,132107,3211202006,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
MULYAMEKAR,132105,3211202004,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
SUKAMANTRI,132102,3211202001,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
TANJUNGMEKAR,132110,3211202009,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
TANJUNGMULYA,132111,3211202010,4,JAWA BARAT,32,SUMEDANG,3211,TANJUNGKERTA,321120
