nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIKEDUK,131410,3209312001,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
DEPOK,131415,3209312006,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
GETASAN,131420,3209312011,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
KARANGWANGI,131421,3209312012,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
KASUGENGAN KIDUL,131416,3209312007,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
KASUGENGAN LOR,131417,3209312008,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
KEDUANAN,131418,3209312009,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
KEJUDEN,131419,3209312010,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
WARUGEDE,131413,3209312004,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
WARUJAYA,131411,3209312002,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
WARUKAWUNG,131412,3209312003,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
WARUROYOM,131414,3209312005,4,JAWA BARAT,32,CIREBON,3209,DEPOK,320931
