nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BARANANGSIANG,133699,3217122002,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
CIBENDA,133703,3217122006,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
CICANGKANGHILIR,133705,3217122008,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
CIJAMBU,133702,3217122005,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
CIJENUK,133701,3217122004,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
CINTAASIH,133704,3217122007,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
CITALEM,133700,3217122003,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
GIRIMUKTI,133706,3217122009,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
KARANGSARI,133707,3217122010,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
MEKARSARI,133708,3217122011,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
NEGLASARI,133709,3217122012,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
SARINAGEN,133698,3217122001,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
SIRNAGALIH,133710,3217122013,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
SUKAMULYA,133711,3217122014,4,JAWA BARAT,32,BANDUNG BARAT,3217,CIPONGKOR,321712
