nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
ANJUN,132854,3214042009,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
BABAKANSARI,132856,3214042011,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
CIBOGO GIRANG,132861,3214042016,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
CIBOGOHILIR,132848,3214042003,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
CITEKO,132851,3214042006,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
CITEKOKALER,132858,3214042013,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
GANDAMEKAR,132857,3214042012,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
GANDASOLI,132850,3214042005,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
LINGARSARI,132849,3214042004,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
LIUNGGUNUNG,132852,3214042007,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
PALINGGIHAN,132847,3214042002,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
PAMOYANAN,132859,3214042014,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
PLERED,132846,3214042001,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
RAWASARI,132853,3214042008,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
SEMPUR,132860,3214042015,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
SINDANGSARI,132855,3214042010,4,JAWA BARAT,32,PURWAKARTA,3214,PLERED,321404
