nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BABAKAN,132922,3214092007,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
CIAWI,132924,3214092009,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
CIBUNTU,132921,3214092006,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
LEGOK HUNI,132929,3214092014,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
NAGROG,132920,3214092005,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
NANGERANG,132923,3214092008,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
RAHARJA,132926,3214092011,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
SAKAMBANG,132927,3214092012,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
SIMPANG,132919,3214092004,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
SUKADAMI,132917,3214092002,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
SUMURUGUL,132925,3214092010,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
TARINGGUL TENGAH,132930,3214092015,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
TARINGGUL TONGGOH,132928,3214092013,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
WANASARI,132918,3214092003,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
WANAYASA,132916,3214092001,4,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409
