nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BOJONGKALONG,128695,3202392004,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
BOJONGSARI,128700,3202392009,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
CIJANGKAR,128696,3202392005,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
CISITU,128699,3202392008,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
KERTAANGSANA,128701,3202392010,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
MEKARSARI,128697,3202392006,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
NEGLASARI,128693,3202392002,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
NYALINDUNG,128692,3202392001,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
SUKAMAJU,128694,3202392003,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
WANGUNREJA,128698,3202392007,4,JAWA BARAT,32,SUKABUMI,3202,NYALINDUNG,320239
