nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIAWIASIH,131138,3209082008,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
CIAWIJAPURA,131139,3209082009,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
CURUG,131140,3209082010,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
CURUG WETAN,131141,3209082011,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
KALIGAWE,131143,3209082013,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
KALIGAWE WETAN,131142,3209082012,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
KARANGAMANGU,131131,3209082001,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
PASAWAHAN,131137,3209082007,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
SAMPIH,131136,3209082006,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
SUSUKAN AGUNG,131133,3209082003,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
SUSUKAN LEBAK,131132,3209082002,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
SUSUKAN TONGGOH,131134,3209082004,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
WILULANG,131135,3209082005,4,JAWA BARAT,32,CIREBON,3209,SUSUKAN LEBAK,320908
