nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BOJONGLOA,129312,3204282004,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
BOJONGSALAM,129311,3204282003,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
CANGKUANG,129315,3204282007,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
HAURPUGUR,129316,3204282008,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
JELEGONG,129313,3204282005,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
LINGGAR,129314,3204282006,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
NANJUNG MEKAR,129321,3204282013,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
RANCAEKEK KENCANA,129308,3204281014,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
RANCAEKEK KULON,129310,3204282002,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
RANCAEKEK WETAN,129309,3204282001,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
SANGIANG,129320,3204282012,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
SUKAMANAH,129317,3204282009,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
SUKAMULYA,129318,3204282010,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
TEGAL SUMEDANG,129319,3204282011,4,JAWA BARAT,32,BANDUNG,3204,RANCAEKEK,320428
