nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIDUGALEUN,130224,3206272009,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
CIGALONTANG,130228,3206272013,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
JAYAPURA,130219,3206272004,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
KERSAMAJU,130216,3206272001,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
LENGKONGJAYA,130220,3206272005,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
NANGGERANG,130221,3206272006,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
NANGTANG,130217,3206272002,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
PARENTAS,130225,3206272010,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
PUSPAMUKTI,130226,3206272011,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
PUSPARAJA,130218,3206272003,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
SIRNAGALIH,130229,3206272014,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
SIRNAPUTRA,130231,3206272016,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
SIRNARAJA,130223,3206272008,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
SUKAMANAH,130222,3206272007,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
TANJUNGKARANG,130230,3206272015,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
TENJONAGARA,130227,3206272012,4,JAWA BARAT,32,TASIKMALAYA,3206,CIGALONTANG,320627
