nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BUNIARA,132654,3213142001,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
CIBULUH,132659,3213142006,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
CIKAWUNG,132662,3213142009,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
CIMEUHMAL,132656,3213142003,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
GANDASOLI,132663,3213142010,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
KAWUNGLUWUK,132658,3213142005,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
RANCAMANGGUNG,132661,3213142008,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
SINDANGLAYA,132660,3213142007,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
SIRAP,132657,3213142004,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
TANJUNGSIANG,132655,3213142002,4,JAWA BARAT,32,SUBANG,3213,TANJUNGSIANG,321314
