nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BAGENDIT,129551,3205062011,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
BANYURESMI,129541,3205062001,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
BINAKARYA,129550,3205062010,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
CIMAREME,129542,3205062002,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
CIPICUNG,129546,3205062006,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
DANGDEUR,129547,3205062007,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
KARYAMUKTI,129552,3205062012,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
KARYASARI,129553,3205062013,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
PAMEKARSARI,129549,3205062009,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
SUKAKARYA,129548,3205062008,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
SUKALAKSANA,129555,3205062015,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
SUKAMUKTI,129554,3205062014,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
SUKARAJA,129545,3205062005,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
SUKARATU,129543,3205062003,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
SUKASENANG,129544,3205062004,4,JAWA BARAT,32,GARUT,3205,BANYURESMI,320506
