nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIAPUS,128222,3201292008,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
CIOMAS,128219,3201292005,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
CIOMAS RAHAYU,128225,3201292011,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
KOTA BATU,128223,3201292009,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
LALADON,128224,3201292010,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
MEKARJAYA,128216,3201292001,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
PADASUKA,128215,3201291003,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
PAGELARAN,128220,3201292006,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
PARAKAN,128218,3201292004,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
SUKAHARJA,128217,3201292002,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
SUKAMAKMUR,128221,3201292007,4,JAWA BARAT,32,BOGOR,3201,CIOMAS,320129
