nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANJARSARI,130537,3207182008,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
CIBADAK,130536,3207182007,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
CICAPAR,130535,3207182006,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
CIHERANG,130541,3207182013,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
CIULU,130544,3207182016,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
KAWASEN,130534,3207182005,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
PURWASARI,130542,3207182014,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
RATAWANGI,130543,3207182015,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
SINDANGASIH,130539,3207182010,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
SINDANGHAYU,130538,3207182009,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
SINDANGSARI,130540,3207182012,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
SUKASARI,130545,3207182018,4,JAWA BARAT,32,CIAMIS,3207,BANJARSARI,320718
