nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BULAK,132426,3212212008,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
CURUG,132419,3212212001,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
ERETAN KULON,132430,3212212012,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
ERETAN WETAN,132429,3212212011,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
ILIR,132427,3212212009,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
KARANGANYAR,132423,3212212005,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
KARANGMULYA,132422,3212212004,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
KERTAWINANGUN,132431,3212212013,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
PAREANGIRANG,132425,3212212007,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
PRANTI,132420,3212212002,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
SOGE,132428,3212212010,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
WIRAKANAN,132421,3212212003,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
WIRAPANJUNAN,132424,3212212006,4,JAWA BARAT,32,INDRAMAYU,3212,KANDANGHAUR,321221
