nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BUNIJAYA,128996,3203182009,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
BUNIWANGI,128993,3203182005,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
GELARANYAR,128992,3203182004,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
KARANGHARJA,129002,3203182015,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
KERTARAHARJA,128999,3203182012,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
MEKARSARI,128998,3203182011,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
PADAMAJU,129001,3203182014,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
PAGELARAN,128990,3203182001,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
PANGADEGAN,128991,3203182002,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
PASIRBARU,128995,3203182008,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
SELAGEDANG,129000,3203182013,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
SINDANGKERTA,128994,3203182007,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
SITUHIANG,128997,3203182010,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
SUKAMAJU,129003,3203182018,4,JAWA BARAT,32,CIANJUR,3203,PAGELARAN,320318
