nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BOJONGSARI,133198,3215162009,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
CIPONDOH,133196,3215162007,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
CITARIK,133190,3215162001,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
KAMURANG,133195,3215162006,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
KARANGJAYA,133192,3215162003,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
KARANGSINOM,133191,3215162002,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
KERTAWALUYA,133197,3215162008,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
PARAKAN,133193,3215162004,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
PARAKANMULYA,133194,3215162005,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
TIRTASARI,133199,3215162010,4,JAWA BARAT,32,KARAWANG,3215,TIRTAMULYA,321516
