nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIMUNCANG,129481,3205011011,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
CIWALEN,129477,3205011007,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
KOTA KULON,129471,3205011001,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
KOTA WETAN,129472,3205011002,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
MARGAWATI,129473,3205011003,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
MUARA SANDING,129475,3205011005,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
PAKUWON,129474,3205011004,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
PAMINGGIR,129478,3205011008,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
REGOL,129479,3205011009,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
SUKAMENTRI,129476,3205011006,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
SUKANEGLA,129480,3205011010,4,JAWA BARAT,32,GARUT,3205,GARUT KOTA,320501
