nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIBADAK,128934,3203132005,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
CIBANTENG,128937,3203132008,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
CIKANCANA,128931,3203132002,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
CIKANYERE,128930,3203132001,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
CIWALEN,128932,3203132003,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
KAWUNGLUWUK,128933,3203132004,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
KUBANG,128938,3203132009,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
PAKUON,128939,3203132010,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
RAWABELUT,128940,3203132011,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
SUKAMAHI,128935,3203132006,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
SUKARESMI,128936,3203132007,4,JAWA BARAT,32,CIANJUR,3203,SUKARESMI,320313
